"","Accession_number","ED","Species","Country","City","Host","Collection_date","lat","lon","sum_extracted_values","extracted_temp","extracted_precip","heterogeneity","Geo_location","num_occurrences","DR"
"1415","MH507909.1",0.00205257789419325,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex tarsalis","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.550102233886719,-17.0910949707031,71444,"USA:  Bakersfield,California",141,487.192229259121
"1416","KX547271.1",0.00202686171631196,"Orthoflavivirus nilense","USA"," Seneca Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",42.7831619,-76.8386051,89,0.550102233886719,24.125244140625,37988,"USA:  Seneca Co., NY",1,493.373569569207
"1417","KX547166.1",0.00202686171631196,"Orthoflavivirus nilense","USA"," Greene Co., NY","Equus caballus","2016-08-02T00:00:00Z",42.2628769,-74.0878112,0,0.550102233886719,2.92822265625,25580,"USA:  Greene Co., NY",2,493.373569569207
"1418","KX547267.1",0.00199744705821668,"Orthoflavivirus nilense","USA"," Dutchess Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",41.7194303,-73.7516205,63,0.550102233886719,7.34185791015625,33440.75,"USA:  Dutchess Co., NY",13,500.639051176055
"1419","KX547489.1",0.00179183338252248,"Orthoflavivirus nilense","USA"," Richmond Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",40.5834557,-74.1496048,11,0.550102233886719,77.4238891601562,44625,"USA:  Richmond Co., NY",14,558.087604435763
"1420","HM488138.1",0.00165127025878474,"Orthoflavivirus nilense","USA"," Connecticut","Culex restuans","2010-08-14T00:00:00Z",41.6500201,-72.7342163,8568,0.550102233886719,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,605.59438691517
"1421","KX547331.1",0.00165127025878474,"Orthoflavivirus nilense","USA"," Oswego Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",43.4112973,-76.1279841,23,0.550102233886719,51.636474609375,33125,"USA:  Oswego Co., NY",18,605.59438691517
"1422","HM756651.1",0.00178593674745313,"Orthoflavivirus nilense","USA"," Connecticut","Ochlerotatus trivittatus","2010-07-28T00:00:00Z",41.6500201,-72.7342163,8568,0.550102233886719,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,559.930244688716
"1423","KX547262.1",0.00165572576874095,"Orthoflavivirus nilense","USA"," Onondaga Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",43.015598,-76.2257127,96,0.550102233886719,51.3417358398438,38406,"USA:  Onondaga Co., NY",36,603.964750008345
"1424","KX547429.1",0.00165572576874095,"Orthoflavivirus nilense","USA"," Westchester Co., NY","Anopheles sp.","2016-08-02T00:00:00Z",41.1763139,-73.7907554,27,0.550102233886719,26.6135660807292,35887,"USA:  Westchester Co., NY",28,603.964750008345
"1425","OQ721585.1",0.00242564070750287,"Orthoflavivirus nilense","USA"," Stearns, Minnesota","","2023-08-02T00:00:00Z",45.535326,-94.6139422,44,0.550102233886719,27.3010660807292,39618,"USA:  Stearns, Minnesota",3,412.262210518997
"1426","JF920728.1",0.00228769046219163,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2011-05-17T00:00:00Z",41.6500201,-72.7342163,8568,0.550102233886719,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,437.122074217152
"1427","MH170266.1",0.00228769046219163,"Orthoflavivirus nilense","USA"," GA, Atlanta, Fulton County","Culex quinquefasciatus","2018-11-19T00:00:00Z",33.7489465,-84.4760683,52,0.550102233886719,135.796936035157,46689,"USA:  GA, Atlanta, Fulton County",3,437.122074217152
"1428","HQ671703.1",0.00274531838156668,"Orthoflavivirus nilense","USA"," Connecticut","Culiseta melanura","2011-01-10T00:00:00Z",41.6500201,-72.7342163,8568,0.550102233886719,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,364.256476303243
"1429","MH166921.1",0.00252072947358159,"Orthoflavivirus nilense","USA"," VA, Norfolk County","Culicidae","2018-11-19T00:00:00Z",42.2647,-70.99427,20,0.550102233886719,39.1637573242188,46071.3333333333,"USA:  VA, Norfolk County",40,396.710559574307
"1430","JF415929.1",0.00252072947358159,"Orthoflavivirus nilense","USA"," Texas","Cyanocitta cristata","2011-07-14T00:00:00Z",31.2638905,-98.5456116,59607,0.550102233886719,104.833542606545,23983.4957983193,"USA:  Texas",44,396.710559574307
"1431","OQ721383.1",0.00262642142379054,"Orthoflavivirus nilense","USA"," Anoka, Minnesota","","2023-08-02T00:00:00Z",45.2710195,-93.2827625,265,0.550102233886719,17.3861287434896,45633,"USA:  Anoka, Minnesota",7,380.746208868784
"1432","JF920737.1",0.00286755510831693,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2011-05-17T00:00:00Z",41.6500201,-72.7342163,8568,0.550102233886719,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,348.729130645003
"1433","MH170231.1",0.00256205795036586,"Orthoflavivirus nilense","USA"," CO, Fort Collins (80525)","Spinus tristis","2018-11-19T00:00:00Z",40.5383432,-105.060341,133,0.550102233886719,-30.7318878173828,37486,"USA:  CO, Fort Collins (80525)",1,390.311233927086
"1434","JF957183.1",0.00249007127179904,"Orthoflavivirus nilense","USA"," TX","","2013-05-13T00:00:00Z",31.2638905,-98.5456116,59607,0.550102233886719,104.833542606545,23983.4957983193,"USA:  TX",8,401.594930765782
"1435","HM488240.1",0.00249007127179904,"Orthoflavivirus nilense","USA"," New York","Cyanocitta cristata","2010-07-28T00:00:00Z",40.7127281,-74.0060152,13972,0.550102233886719,31.6479328588108,34805.5593220339,"USA:  New York",73,401.594930765782
"1436","OQ721588.1",0.00220866630634072,"Orthoflavivirus nilense","USA"," Lyon, Minnesota","Corvus","2023-08-02T00:00:00Z",44.3880733,-95.8287296,16,0.550102233886719,71.0857543945312,39061,"USA:  Lyon, Minnesota",2,452.761921132749
"1437","HM488189.1",0.00220866630634072,"Orthoflavivirus nilense","USA"," Illinois","Cyanocitta cristata","2010-07-28T00:00:00Z",40.0796606,-89.4337288,29694,0.550102233886719,126.531822693823,33368.3650190114,"USA:  Illinois",35,452.761921132749
"1438","KX547270.1",0.00225181539435201,"Orthoflavivirus nilense","USA"," Albany Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.5986896,-73.9843997,6,0.550102233886719,19.3028564453125,28368,"USA:  Albany Co., NY",16,444.086137126602
"1439","KX547599.1",0.00224916398556097,"Orthoflavivirus nilense","USA"," Westchester Co., NY","Culex","2016-08-02T00:00:00Z",41.1763139,-73.7907554,27,0.550102233886719,26.6135660807292,35887,"USA:  Westchester Co., NY",28,444.609644481118
"1440","KX547593.1",0.0022220605993499,"Orthoflavivirus nilense","USA"," Washington Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",43.2294536,-73.4471343,128,0.550102233886719,8.11376953125,31662,"USA:  Washington Co., NY",2,450.03273101218
"1441","KX547523.1",0.00194443350574451,"Orthoflavivirus nilense","USA"," Albany Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.5986896,-73.9843997,6,0.550102233886719,19.3028564453125,28368,"USA:  Albany Co., NY",16,514.288607476504
"1442","HM488121.1",0.00190294563701821,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2010-08-14T00:00:00Z",41.6500201,-72.7342163,8568,0.550102233886719,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,525.501086603258
"1443","DQ431695.1",0.00190294563701821,"Orthoflavivirus nilense","USA"," Illinois","Homo sapiens","2007-03-31T00:00:00Z",40.0796606,-89.4337288,29694,0.459917068481445,126.531822693823,33368.3650190114,"USA:  Illinois",35,525.501086603258
"1444","OQ721258.1",0.00189799996633496,"Orthoflavivirus nilense","USA"," Pope, Minnesota","Corvus","2023-08-02T00:00:00Z",45.5850258,-95.4469471,34,0.459917068481445,33.0889892578125,48679.5,"USA:  Pope, Minnesota",1,526.870399229249
"1445","OQ721619.1",0.00174812180266283,"Orthoflavivirus nilense","USA"," Ramsey, Minnesota","","2023-08-02T00:00:00Z",45.0165728,-93.0949501,24,0.797530478383354,27.8191121419271,46684,"USA:  Ramsey, Minnesota",12,572.042519277975
"1446","MH170237.1",0.00174812180266283,"Orthoflavivirus nilense","USA"," CO, Larimer County","Culex pipiens","2018-11-19T00:00:00Z",40.339672,-105.571048,66,0.797530478383354,-32.0276285807292,25134,"USA:  CO, Larimer County",3,572.042519277975
"1447","HM488160.1",0.00190147978096935,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2010-08-14T00:00:00Z",41.6500201,-72.7342163,8568,0.797530478383354,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,525.906196851703
"1448","HM488217.1",0.00190147978096935,"Orthoflavivirus nilense","USA"," Connecticut","Culex salinarius","2010-07-28T00:00:00Z",41.6500201,-72.7342163,8568,0.676737034443727,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,525.906196851703
"1449","KX547197.1",0.0021154654515345,"Orthoflavivirus nilense","USA"," Ontario Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.8580624,-77.295025,129,0.676737034443727,21.3807373046875,38768,"USA:  Ontario Co., NY",2,472.709208876291
"1450","HM488137.1",0.00242804526163847,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2010-08-14T00:00:00Z",41.6500201,-72.7342163,8568,0.676737034443727,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,411.853936909393
"1451","DQ164203.1",0.00234142479712555,"Orthoflavivirus nilense","USA"," CO","Corvidae","2005-10-08T00:00:00Z",38.7251776,-105.607716,62984,0.676737034443727,-21.8422800161641,26937.3153846154,"USA:  CO",6,427.090377289781
"1452","HM488251.1",0.00217912552249255,"Orthoflavivirus nilense","USA"," New York","Corvus brachyrhynchos","2010-07-28T00:00:00Z",40.7127281,-74.0060152,13972,0.676737034443727,31.6479328588108,34805.5593220339,"USA:  New York",73,458.899677727683
"1453","OQ721720.1",0.00184598607255471,"Orthoflavivirus nilense","USA"," St. Louis, Minnesota","","2023-08-02T00:00:00Z",47.6201005,-92.4363343,21,0.676737034443727,-28.7494506835937,41747,"USA:  St. Louis, Minnesota",5,541.715896380559
"1454","JF730042.1",0.00184598607255471,"Orthoflavivirus nilense","USA"," New York","Corvus brachyrhynchos","2011-04-19T00:00:00Z",40.7127281,-74.0060152,13972,0.676737034443727,31.6479328588108,34805.5593220339,"USA:  New York",73,541.715896380559
"1455","OQ721805.1",0.00220472377649588,"Orthoflavivirus nilense","USA"," Ramsey, Minnesota","","2023-08-02T00:00:00Z",45.0165728,-93.0949501,24,0.676737034443727,27.8191121419271,46684,"USA:  Ramsey, Minnesota",12,453.571558787001
"1456","KX547264.1",0.00220472377649588,"Orthoflavivirus nilense","USA"," Livingston Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.7360902,-77.7781416,100,0.676737034443727,20.3040161132813,34811.75,"USA:  Livingston Co., NY",2,453.571558787001
"1457","MG004529.1",0.00229133713946847,"Orthoflavivirus nilense","USA"," AZ","Culex quinquefasciatus","2017-11-18T00:00:00Z",34.395342,-111.763275,33223,0.676737034443727,15.21252333849,14295.5609756097,"USA:  AZ",21,436.426391723383
"1458","JF415919.1",0.00229214256681495,"Orthoflavivirus nilense","USA"," Texas","Aedes albopictus","2011-07-14T00:00:00Z",31.2638905,-98.5456116,59607,0.676737034443727,104.833542606545,23983.4957983193,"USA:  Texas",44,436.273037496769
"1459","GU828001.1",0.00240832124337406,"Orthoflavivirus nilense","USA"," Texas","Culex quinquefasciatus","2010-07-07T00:00:00Z",31.2638905,-98.5456116,59607,0.676737034443727,104.833542606545,23983.4957983193,"USA:  Texas",44,415.226997956052
"1460","MH170245.1",0.00280823005318026,"Orthoflavivirus nilense","USA"," CO, Wellington, Larimer County","Culex tarsalis","2018-11-19T00:00:00Z",40.68408,-105.019093,127,0.676737034443727,-25.2210235595703,42249.75,"USA:  CO, Wellington, Larimer County",6,356.096181958996
"1461","JF920733.1",0.00217855927396548,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2011-05-17T00:00:00Z",41.6500201,-72.7342163,8568,0.676737034443727,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,459.018954384366
"1462","GU828000.1",0.00214269964574885,"Orthoflavivirus nilense","USA"," Texas","Cyanocitta cristata","2010-07-07T00:00:00Z",31.2638905,-98.5456116,59607,0.676737034443727,104.833542606545,23983.4957983193,"USA:  Texas",44,466.700968558059
"1463","HM488227.1",0.00214269964574885,"Orthoflavivirus nilense","USA"," Connecticut","Culex restuans","2010-07-28T00:00:00Z",41.6500201,-72.7342163,8568,0.676737034443727,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,466.700968558059
"1464","KX547597.1",0.00218769570722002,"Orthoflavivirus nilense","USA"," Richmond Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",40.5834557,-74.1496048,11,0.676737034443727,77.4238891601562,44625,"USA:  Richmond Co., NY",14,457.10196198663
"1465","KX547164.1",0.00217871657376152,"Orthoflavivirus nilense","USA"," Nassau Co., NY","Culex","2016-08-02T00:00:00Z",40.7352994,-73.5615778,10,0.676737034443727,66.66015625,43678,"USA:  Nassau Co., NY",38,458.985813961802
"1466","KX547505.1",0.00217871657376152,"Orthoflavivirus nilense","USA"," Warren Co., NY","Culex","2016-08-02T00:00:00Z",43.5018687,-73.8164637,2,0.676737034443727,34.9539184570312,30793,"USA:  Warren Co., NY",1,458.985813961802
"1467","HM488164.1",0.00229148090258034,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2010-08-14T00:00:00Z",41.6500201,-72.7342163,8568,0.676737034443727,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,436.399011169563
"1468","OQ721743.1",0.00224846950396737,"Orthoflavivirus nilense","USA"," Ramsey, Minnesota","","2023-08-02T00:00:00Z",45.0165728,-93.0949501,24,0.676737034443727,27.8191121419271,46684,"USA:  Ramsey, Minnesota",12,444.746970432788
"1469","DQ431707.1",0.00224846950396737,"Orthoflavivirus nilense","USA"," New Mexico","Homo sapiens","2007-03-31T00:00:00Z",34.5802074,-105.9960475,34076,0.676737034443727,-5.41328343510415,10406.2540322581,"USA:  New Mexico",3,444.746970432788
"1470","KX547528.1",0.00243669637890612,"Orthoflavivirus nilense","USA"," Queens Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",40.7135078,-73.8283132,2,0.676737034443727,69.6738891601562,43535,"USA:  Queens Co., NY",11,410.391712589534
"1471","HM538581.1",0.0020979513688789,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2010-07-28T00:00:00Z",41.6500201,-72.7342163,8568,0.676737034443727,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,476.655472016198
"1472","OQ721577.1",0.0020979513688789,"Orthoflavivirus nilense","USA"," Crow Wing, Minnesota","","2023-08-02T00:00:00Z",46.4665237,-94.1017044,25,0.676737034443727,-2.4788818359375,46821,"USA:  Crow Wing, Minnesota",1,476.655472016198
"1473","OQ721812.1",0.00221169552196401,"Orthoflavivirus nilense","USA"," Stearns, Minnesota","","2023-08-02T00:00:00Z",45.535326,-94.6139422,44,0.676737034443727,27.3010660807292,39618,"USA:  Stearns, Minnesota",3,452.14180255336
"1474","HM488224.1",0.00221169552196401,"Orthoflavivirus nilense","USA"," Connecticut","Culiseta melanura","2010-07-28T00:00:00Z",41.6500201,-72.7342163,8568,0.676737034443727,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,452.14180255336
"1475","KX547259.1",0.00227115120737094,"Orthoflavivirus nilense","USA"," Niagara Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",43.2042439,-78.7676017,129,0.676737034443727,10.8241577148438,46235,"USA:  Niagara Co., NY",15,440.305337995346
"1476","KX547421.1",0.00231894019262038,"Orthoflavivirus nilense","USA"," Steuben Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.2359045,-77.3750862,94,0.676737034443727,12.0777180989583,28824,"USA:  Steuben Co., NY",1,431.231475129166
"1477","HM488233.1",0.00232206589170088,"Orthoflavivirus nilense","USA"," Connecticut","Aedes vexans","2010-07-28T00:00:00Z",41.6500201,-72.7342163,8568,0.676737034443727,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,430.651000720532
"1478","HM488144.1",0.00232206589170088,"Orthoflavivirus nilense","USA"," Connecticut","Culex restuans","2010-08-14T00:00:00Z",41.6500201,-72.7342163,8568,0.676737034443727,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,430.651000720532
"1479","OQ721139.1",0.00296477258017198,"Orthoflavivirus nilense","USA"," Story, Iowa","Culex pipiens","2023-08-02T00:00:00Z",42.0161612,-93.489194,18,0.676737034443727,113.511596679688,37319,"USA:  Story, Iowa",17,337.29399910397
"1480","KX547311.1",0.00293922345731832,"Orthoflavivirus nilense","USA"," Albany Co., NY","Sciurus carolinensis","2016-08-02T00:00:00Z",42.5986896,-73.9843997,6,0.676737034443727,19.3028564453125,28368,"USA:  Albany Co., NY",16,340.225918349324
"1481","KX547552.1",0.0029013632058357,"Orthoflavivirus nilense","USA"," Kings Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",40.6526006,-73.9497211,20,0.676737034443727,74.2963256835938,43603,"USA:  Kings Co., NY",5,344.665568925888
"1482","KX547215.1",0.0029013632058357,"Orthoflavivirus nilense","USA"," Niagara Co., NY","Culex","2016-08-02T00:00:00Z",43.2042439,-78.7676017,129,0.676737034443727,10.8241577148438,46235,"USA:  Niagara Co., NY",15,344.665568925888
"1483","KX547512.1",0.00287171389831311,"Orthoflavivirus nilense","USA"," Chautauqua Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.2894671,-79.421728,17,0.676737034443727,56.9468994140625,35641,"USA:  Chautauqua Co., NY",9,348.224104284001
"1484","HM488201.1",0.00287171389831311,"Orthoflavivirus nilense","USA"," New York","Corvus brachyrhynchos","2010-07-28T00:00:00Z",40.7127281,-74.0060152,13972,0.676737034443727,31.6479328588108,34805.5593220339,"USA:  New York",73,348.224104284001
"1485","KX547588.1",0.0024900500557336,"Orthoflavivirus nilense","USA"," Kings Co., NY","Turdus migratorius","2016-08-02T00:00:00Z",40.6526006,-73.9497211,20,0.676737034443727,74.2963256835938,43603,"USA:  Kings Co., NY",5,401.598352489901
"1486","OQ721410.1",0.0024900500557336,"Orthoflavivirus nilense","USA"," Beltrami, Minnesota","","2023-08-02T00:00:00Z",47.9978537,-94.8799011,0,0.676737034443727,-20.3509521484375,29226,"USA:  Beltrami, Minnesota",1,401.598352489901
"1487","HM488254.1",0.00254229609628401,"Orthoflavivirus nilense","USA"," Illinois","Culex","2010-07-28T00:00:00Z",40.0796606,-89.4337288,29694,0.676737034443727,126.531822693823,33368.3650190114,"USA:  Illinois",35,393.345213195924
"1488","KX547508.1",0.00266857561276673,"Orthoflavivirus nilense","USA"," Lewis Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",43.7344277,-75.440289,160,0.676737034443727,68.1281331380208,30898,"USA:  Lewis Co., NY",4,374.731746485242
"1489","KX547451.1",0.00242902303603698,"Orthoflavivirus nilense","USA"," Monroe Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",43.2862325,-77.6859982,103,0.676737034443727,11.1719360351562,47354,"USA:  Monroe Co., NY",7,411.688149994464
"1490","KX547273.1",0.00242902303603698,"Orthoflavivirus nilense","USA"," Erie Co., NY","Culex","2016-08-02T00:00:00Z",42.7164263,-78.7620327,113,0.676737034443727,16.881103515625,40860.75,"USA:  Erie Co., NY",34,411.688149994464
"1491","HQ671702.1",0.00267790836006632,"Orthoflavivirus nilense","USA"," Connecticut","Ochlerotatus canadensis","2011-01-10T00:00:00Z",41.6500201,-72.7342163,8568,0.676737034443727,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,373.425773231178
"1492","KX547225.1",0.00289238240393593,"Orthoflavivirus nilense","USA"," Rockland Co., NY","Culex","2016-08-02T00:00:00Z",41.1519319,-74.0357266,44,0.676737034443727,21.4877319335938,36103,"USA:  Rockland Co., NY",31,345.735750099713
"1493","OQ721473.1",0.00283629102107232,"Orthoflavivirus nilense","USA"," Meeker, Minnesota","","2023-08-02T00:00:00Z",45.1183643,-94.5175345,17,0.676737034443727,13.7229614257812,42922,"USA:  Meeker, Minnesota",1,352.573128980935
"1494","HM488193.1",0.00283629102107232,"Orthoflavivirus nilense","USA"," Illinois","Corvus brachyrhynchos","2010-07-28T00:00:00Z",40.0796606,-89.4337288,29694,0.676737034443727,126.531822693823,33368.3650190114,"USA:  Illinois",35,352.573128980935
"1495","KX547182.1",0.00236835279269232,"Orthoflavivirus nilense","USA"," Orange Co., NY","Culex","2016-08-02T00:00:00Z",41.3873306,-74.2507287,62,0.676737034443727,-17.4378662109375,35086,"USA:  Orange Co., NY",13,422.234391381872
"1496","KJ786935.1",0.00236122294557442,"Orthoflavivirus nilense","USA"," Houston, Harris Co., TX","Mimus polyglottos","2014-11-24T00:00:00Z",29.7589382,-95.3676974,4,0.676737034443727,259.413228352865,48973,"USA:  Houston, Harris Co., TX",1,423.50935216612
"1497","MH170250.1",0.00236122294557442,"Orthoflavivirus nilense","USA"," CO, Wellington, Larimer County","Culex tarsalis","2018-11-19T00:00:00Z",40.68408,-105.019093,127,0.676737034443727,-25.2210235595703,42249.75,"USA:  CO, Wellington, Larimer County",6,423.50935216612
"1498","KX547615.1",0.00240059849084851,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.676737034443727,62.630615234375,41925,"USA:  Suffolk Co., NY",63,416.562787909835
"1499","OQ721606.1",0.00240286659743943,"Orthoflavivirus nilense","USA"," Dakota, Minnesota","","2023-08-02T00:00:00Z",44.666655,-93.044911,21,0.676737034443727,47.5675506591797,45259,"USA:  Dakota, Minnesota",5,416.169587219545
"1500","HQ671699.1",0.00240286659743943,"Orthoflavivirus nilense","USA"," Connecticut","Ochlerotatus sollicitans","2011-01-10T00:00:00Z",41.6500201,-72.7342163,8568,0.676737034443727,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,416.169587219545
"1501","HM756676.1",0.00229696437153506,"Orthoflavivirus nilense","USA"," Illinois","Cyanocitta cristata","2010-07-28T00:00:00Z",40.0796606,-89.4337288,29694,0.676737034443727,126.531822693823,33368.3650190114,"USA:  Illinois",35,435.357209886412
"1502","KX547611.1",0.00229696437153506,"Orthoflavivirus nilense","USA"," Columbia Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.2415027,-73.6723456,101,0.676737034443727,11.1346842447917,30657,"USA:  Columbia Co., NY",5,435.357209886412
"1503","HM488191.1",0.00235423822040927,"Orthoflavivirus nilense","USA"," Illinois","Corvus brachyrhynchos","2010-07-28T00:00:00Z",40.0796606,-89.4337288,29694,0.676737034443727,126.531822693823,33368.3650190114,"USA:  Illinois",35,424.765850512
"1504","OQ721573.1",0.00181899565625204,"Orthoflavivirus nilense","USA"," Anoka, Minnesota","","2023-08-02T00:00:00Z",45.2710195,-93.2827625,265,0.676737034443727,17.3861287434896,45633,"USA:  Anoka, Minnesota",7,549.753924130009
"1505","HM488223.1",0.0017192880487228,"Orthoflavivirus nilense","USA"," Connecticut","Culiseta melanura","2010-07-28T00:00:00Z",41.6500201,-72.7342163,8568,0.676737034443727,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,581.636102654739
"1506","KX547188.1",0.00146544690674955,"Orthoflavivirus nilense","USA"," Broome Co., NY","Culex","2016-08-02T00:00:00Z",42.1455623,-75.8404114,25,0.676737034443727,-0.15716552734375,29960.5,"USA:  Broome Co., NY",6,682.385690941244
"1507","KX547336.1",0.00146544690674955,"Orthoflavivirus nilense","USA"," Essex Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",44.0638879,-73.7542043,0,0.676737034443727,67.1442260742188,34455,"USA:  Essex Co., NY",1,682.385690941244
"1508","HM488178.1",0.00174417429033882,"Orthoflavivirus nilense","USA"," Illinois","Corvus brachyrhynchos","2010-07-28T00:00:00Z",40.0796606,-89.4337288,29694,0.676737034443727,126.531822693823,33368.3650190114,"USA:  Illinois",35,573.337197744007
"1509","MH507900.1",0.00242328664160334,"Orthoflavivirus nilense","USA"," Greenacres,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3832927,-119.1098266,37,0.676737034443727,-6.3083267211914,59630,"USA:  Greenacres,California",6,412.662696534473
"1510","KM012172.1",0.00248648253302624,"Orthoflavivirus nilense","USA"," TX","Homo sapiens","2016-05-25T00:00:00Z",31.2638905,-98.5456116,59607,0.676737034443727,104.833542606545,23983.4957983193,"USA:  TX",8,402.174552492401
"1511","KX547462.1",0.00248746031059567,"Orthoflavivirus nilense","USA"," Jefferson Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",44.059311,-75.9995742,355,0.676737034443727,47.1594848632812,37508,"USA:  Jefferson Co., NY",5,402.01646464081
"1512","KX547578.1",0.0021722814255451,"Orthoflavivirus nilense","USA"," Queens Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",40.7135078,-73.8283132,2,0.676737034443727,69.6738891601562,43535,"USA:  Queens Co., NY",11,460.345509674956
"1513","HM488195.1",0.0021722814255451,"Orthoflavivirus nilense","USA"," Illinois","Cyanocitta cristata","2010-07-28T00:00:00Z",40.0796606,-89.4337288,29694,0.676737034443727,126.531822693823,33368.3650190114,"USA:  Illinois",35,460.345509674956
"1514","KX547366.1",0.00282894683901799,"Orthoflavivirus nilense","USA"," Bronx Co., NY","Haemorhous mexicanus","2016-08-02T00:00:00Z",40.8506558,-73.8665241,6,0.676737034443727,52.0631917317708,43395.5,"USA:  Bronx Co., NY",7,353.488438244082
"1515","KX547561.1",0.00282894683901799,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.676737034443727,62.630615234375,41925,"USA:  Suffolk Co., NY",63,353.488438244082
"1516","KX547347.1",0.00231757366565342,"Orthoflavivirus nilense","USA"," Monroe Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",43.2862325,-77.6859982,103,0.676737034443727,11.1719360351562,47354,"USA:  Monroe Co., NY",7,431.485745122177
"1517","OQ721163.1",0.00231757366565342,"Orthoflavivirus nilense","USA"," Fillmore, Minnesota","","2023-08-02T00:00:00Z",43.6466588,-92.0636359,50,0.676737034443727,89.8041839599609,32044,"USA:  Fillmore, Minnesota",2,431.485745122177
"1518","KX547568.1",0.00282539673562888,"Orthoflavivirus nilense","USA"," Albany Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.5986896,-73.9843997,6,0.676737034443727,19.3028564453125,28368,"USA:  Albany Co., NY",16,353.932595514738
"1519","MH166885.1",0.00290585064803717,"Orthoflavivirus nilense","USA"," VA, Norfolk County","Culicidae","2018-11-19T00:00:00Z",42.2647,-70.99427,20,0.676737034443727,39.1637573242188,46071.3333333333,"USA:  VA, Norfolk County",40,344.133309354861
"1520","JF920729.1",0.00286527744682748,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2011-05-17T00:00:00Z",41.6500201,-72.7342163,8568,0.676737034443727,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,349.006341814203
"1521","HQ671725.1",0.00281696544501417,"Orthoflavivirus nilense","USA"," New York","Corvus brachyrhynchos","2011-01-10T00:00:00Z",40.7127281,-74.0060152,13972,0.676737034443727,31.6479328588108,34805.5593220339,"USA:  New York",73,354.991929975545
"1522","KX547397.1",0.00281696544501417,"Orthoflavivirus nilense","USA"," Rensselaer Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.7091389,-73.5107732,32,0.60342264175415,0.92584228515625,33376.75,"USA:  Rensselaer Co., NY",3,354.991929975545
